"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"20MICRONS","EQ","11-Sep-2018","         49.90","         50.70","         51.50","         48.90","         49.25","         49.10","         50.38","     122489","             6171079.60","       1102","      73978","         60.40"
"20MICRONS","EQ","12-Sep-2018","         49.10","         49.40","         49.95","         47.50","         49.10","         49.30","         49.08","      49581","             2433626.25","        544","      28271","         57.02"
"20MICRONS","EQ","14-Sep-2018","         49.30","         50.00","         51.00","         49.20","         50.15","         50.45","         50.30","      64405","             3239804.35","        618","      46377","         72.01"
"20MICRONS","EQ","17-Sep-2018","         50.45","         50.85","         50.85","         48.40","         48.65","         48.90","         49.70","      63968","             3178941.00","        485","      48614","         76.00"
"20MICRONS","EQ","18-Sep-2018","         48.90","         49.20","         49.40","         48.30","         48.30","         48.60","         48.83","      43205","             2109788.20","        399","      20514","         47.48"
"20MICRONS","EQ","19-Sep-2018","         48.60","         48.65","         49.80","         48.25","         48.30","         48.40","         48.70","      28266","             1376594.10","        293","      14107","         49.91"
"20MICRONS","EQ","21-Sep-2018","         48.40","         49.30","         49.50","         45.45","         46.95","         46.65","         47.39","      87346","             4139659.60","        625","      66458","         76.09"
"20MICRONS","EQ","24-Sep-2018","         46.65","         47.70","         47.75","         43.20","         43.75","         43.85","         44.61","      87731","             3913697.15","        759","      60684","         69.17"
"20MICRONS","EQ","25-Sep-2018","         43.85","         44.00","         44.80","         42.40","         44.70","         44.20","         43.75","      47770","             2089788.05","        594","      32188","         67.38"
"20MICRONS","EQ","26-Sep-2018","         44.20","         44.20","         48.80","         44.20","         46.30","         46.40","         46.79","     174792","             8177648.35","       1753","      89722","         51.33"
"20MICRONS","EQ","27-Sep-2018","         46.40","         48.65","         48.65","         44.30","         44.75","         44.85","         45.58","     138318","             6304036.15","        952","      90046","         65.10"
"20MICRONS","EQ","28-Sep-2018","         44.85","         45.85","         46.70","         42.15","         42.50","         42.45","         43.08","      71949","             3099463.00","        694","      48064","         66.80"
"20MICRONS","EQ","01-Oct-2018","         42.45","         43.20","         43.60","         40.05","         42.00","         41.85","         41.77","      60938","             2545260.15","        719","      38972","         63.95"
"20MICRONS","EQ","03-Oct-2018","         41.85","         41.90","         43.55","         41.90","         42.05","         42.40","         42.65","      38228","             1630444.75","        457","      20234","         52.93"
"20MICRONS","EQ","04-Oct-2018","         42.40","         41.90","         42.40","         41.05","         41.85","         41.80","         41.54","      34668","             1440183.60","        360","      20217","         58.32"
"20MICRONS","EQ","05-Oct-2018","         41.80","         43.00","         43.00","         40.00","         40.80","         40.45","         40.73","      44714","             1821287.35","        383","      36096","         80.73"
"20MICRONS","EQ","08-Oct-2018","         40.45","         41.85","         41.85","         38.70","         40.05","         40.00","         39.98","      40396","             1614866.35","        404","      25705","         63.63"
"20MICRONS","EQ","09-Oct-2018","         40.00","         40.00","         40.95","         39.20","         40.00","         39.55","         39.80","      20490","              815455.40","        275","      12108","         59.09"
"20MICRONS","EQ","10-Oct-2018","         39.55","         42.45","         42.50","         39.80","         42.50","         42.10","         41.69","      38232","             1593734.50","        431","      23000","         60.16"
"20MICRONS","EQ","11-Oct-2018","         42.10","         41.20","         41.20","         39.10","         40.00","         39.95","         40.26","      47945","             1930229.45","        549","      28902","         60.28"
